Left Wing,Center Back,Center Forward,Left Back,Right Back
66+2,69+2,65+2,69+2,69+2
51+2,69+2,49+2,68+2,68+2
64+2,70+2,64+2,69+2,69+2
69+2,65+2,67+2,69+2,69+2
66+2,65+2,65+2,66+2,66+2
,,,,
66+2,68+2,66+2,70+2,70+2
70+2,52+2,70+2,55+2,55+2
71+2,43+2,70+2,51+2,51+2
43+2,70+2,43+2,61+2,61+2
67+2,44+2,68+2,47+2,47+2
,,,,
63+2,51+2,66+2,51+2,51+2
51+2,70+2,52+2,64+2,64+2
63+2,68+2,60+2,70+2,70+2
69+2,61+2,71+2,61+2,61+2
70+2,45+2,68+2,54+2,54+2
60+2,68+2,59+2,70+2,70+2
70+2,51+2,70+2,54+2,54+2
60+2,45+2,64+2,43+2,43+2
,,,,
,,,,
,,,,
,,,,
60+2,73+2,60+2,69+2,69+2
67+2,70+2,66+2,70+2,70+2
48+2,69+2,47+2,65+2,65+2
64+2,48+2,66+2,51+2,51+2
68+2,37+2,67+2,46+2,46+2
68+2,51+2,68+2,54+2,54+2
53+2,70+2,50+2,65+2,65+2
71+2,45+2,70+2,50+2,50+2
69+2,71+2,69+2,71+2,71+2
71+2,46+2,69+2,52+2,52+2
71+2,46+2,71+2,53+2,53+2
69+2,65+2,68+2,68+2,68+2
42+2,69+2,43+2,62+2,62+2
60+2,71+2,61+2,65+2,65+2
70+2,64+2,69+2,69+2,69+2
71+2,42+2,69+2,49+2,49+2
69+2,48+2,68+2,55+2,55+2
67+2,69+2,66+2,70+2,70+2
47+2,69+2,45+2,65+2,65+2
70+2,40+2,69+2,50+2,50+2
66+2,41+2,68+2,42+2,42+2
64+2,68+2,63+2,69+2,69+2
68+2,65+2,67+2,69+2,69+2
62+2,68+2,60+2,69+2,69+2
56+2,69+2,58+2,64+2,64+2
55+2,70+2,58+2,66+2,66+2
70+2,55+2,68+2,59+2,59+2
51+2,69+2,50+2,67+2,67+2
63+2,46+2,66+2,43+2,43+2
,,,,
64+2,39+2,67+2,41+2,41+2
68+2,64+2,68+2,66+2,66+2
48+2,70+2,47+2,65+2,65+2
35+2,70+2,39+2,55+2,55+2
68+2,61+2,68+2,63+2,63+2
65+2,68+2,64+2,69+2,69+2
60+2,70+2,60+2,67+2,67+2
49+2,69+2,50+2,65+2,65+2
69+2,67+2,68+2,69+2,69+2
70+2,45+2,70+2,51+2,51+2
43+2,69+2,46+2,58+2,58+2
,,,,
69+2,50+2,69+2,54+2,54+2
69+2,41+2,68+2,50+2,50+2
70+2,31+2,68+2,46+2,46+2
50+2,70+2,50+2,65+2,65+2
65+2,65+2,66+2,65+2,65+2
68+2,45+2,68+2,49+2,49+2
63+2,70+2,61+2,70+2,70+2
67+2,64+2,65+2,69+2,69+2
65+2,69+2,66+2,65+2,65+2
62+2,68+2,61+2,70+2,70+2
,,,,
68+2,55+2,69+2,56+2,56+2
,,,,
63+2,39+2,66+2,40+2,40+2
68+2,65+2,69+2,65+2,65+2
70+2,42+2,68+2,52+2,52+2
40+2,69+2,43+2,61+2,61+2
64+2,69+2,64+2,69+2,69+2
70+2,47+2,68+2,57+2,57+2
67+2,67+2,67+2,68+2,68+2
67+2,49+2,68+2,47+2,47+2
71+2,43+2,69+2,55+2,55+2
66+2,68+2,65+2,70+2,70+2
,,,,
43+2,70+2,46+2,63+2,63+2
61+2,40+2,65+2,40+2,40+2
66+2,52+2,68+2,53+2,53+2
71+2,50+2,70+2,56+2,56+2
,,,,
69+2,67+2,69+2,67+2,67+2
,,,,
65+2,69+2,66+2,64+2,64+2
69+2,62+2,69+2,65+2,65+2
70+2,70+2,71+2,71+2,71+2
69+2,60+2,69+2,65+2,65+2
65+2,70+2,64+2,70+2,70+2
70+2,58+2,69+2,60+2,60+2
66+2,64+2,64+2,69+2,69+2
70+2,43+2,71+2,50+2,50+2
47+2,70+2,47+2,64+2,64+2
65+2,70+2,66+2,68+2,68+2
71+2,46+2,70+2,54+2,54+2
61+2,70+2,58+2,70+2,70+2
62+2,55+2,65+2,53+2,53+2
39+2,69+2,41+2,61+2,61+2
61+2,44+2,66+2,42+2,42+2
70+2,64+2,69+2,70+2,70+2
60+2,70+2,59+2,68+2,68+2
67+2,62+2,65+2,67+2,67+2
60+2,68+2,62+2,64+2,64+2
41+2,70+2,43+2,58+2,58+2
59+2,70+2,59+2,67+2,67+2
47+2,70+2,49+2,58+2,58+2
59+2,71+2,59+2,69+2,69+2
,,,,
66+2,63+2,66+2,65+2,65+2
47+2,70+2,48+2,65+2,65+2
43+2,69+2,43+2,63+2,63+2
70+2,50+2,70+2,57+2,57+2
69+2,64+2,67+2,69+2,69+2
70+2,42+2,69+2,49+2,49+2
68+2,70+2,67+2,72+2,72+2
61+2,66+2,58+2,69+2,69+2
70+2,56+2,68+2,63+2,63+2
62+2,69+2,63+2,67+2,67+2
63+2,46+2,65+2,47+2,47+2
62+2,66+2,61+2,70+2,70+2
70+2,66+2,69+2,69+2,69+2
67+2,69+2,68+2,68+2,68+2
66+2,56+2,68+2,55+2,55+2
71+2,39+2,70+2,47+2,47+2
67+2,48+2,68+2,48+2,48+2
54+2,70+2,56+2,65+2,65+2
61+2,66+2,58+2,70+2,70+2
69+2,41+2,69+2,46+2,46+2
45+2,70+2,46+2,62+2,62+2
70+2,37+2,69+2,46+2,46+2
61+2,39+2,66+2,38+2,38+2
,,,,
52+2,69+2,52+2,64+2,64+2
66+2,70+2,67+2,64+2,64+2
68+2,68+2,68+2,68+2,68+2
70+2,43+2,68+2,52+2,52+2
45+2,69+2,45+2,63+2,63+2
47+2,70+2,47+2,65+2,65+2
71+2,37+2,69+2,47+2,47+2
65+2,68+2,64+2,69+2,69+2
65+2,42+2,68+2,45+2,45+2
,,,,
71+2,63+2,70+2,65+2,65+2
67+2,68+2,68+2,65+2,65+2
68+2,67+2,66+2,69+2,69+2
47+2,70+2,48+2,63+2,63+2
68+2,43+2,68+2,47+2,47+2
70+2,52+2,70+2,55+2,55+2
59+2,70+2,58+2,69+2,69+2
64+2,66+2,63+2,69+2,69+2
66+2,41+2,67+2,45+2,45+2
71+2,44+2,70+2,52+2,52+2
55+2,69+2,57+2,66+2,66+2
54+2,70+2,55+2,64+2,64+2
52+2,70+2,55+2,63+2,63+2
44+2,69+2,44+2,62+2,62+2
65+2,51+2,68+2,49+2,49+2
71+2,38+2,71+2,46+2,46+2
57+2,70+2,58+2,63+2,63+2
64+2,64+2,65+2,65+2,65+2
67+2,65+2,66+2,66+2,66+2
69+2,64+2,67+2,67+2,67+2
70+2,41+2,69+2,49+2,49+2
68+2,53+2,70+2,53+2,53+2
,,,,
71+2,43+2,71+2,50+2,50+2
69+2,46+2,68+2,53+2,53+2
69+2,53+2,68+2,57+2,57+2
60+2,67+2,56+2,69+2,69+2
58+2,68+2,58+2,67+2,67+2
60+2,67+2,63+2,60+2,60+2
,,,,
69+2,50+2,68+2,57+2,57+2
65+2,67+2,66+2,67+2,67+2
68+2,64+2,64+2,69+2,69+2
,,,,
69+2,45+2,69+2,51+2,51+2
35+2,69+2,38+2,56+2,56+2
68+2,65+2,66+2,69+2,69+2
60+2,69+2,59+2,70+2,70+2
44+2,70+2,47+2,60+2,60+2
60+2,66+2,57+2,70+2,70+2
66+2,67+2,65+2,69+2,69+2
67+2,64+2,68+2,66+2,66+2
70+2,48+2,69+2,55+2,55+2
71+2,61+2,70+2,63+2,63+2
,,,,
70+2,57+2,70+2,62+2,62+2
64+2,66+2,60+2,70+2,70+2
69+2,59+2,69+2,63+2,63+2
69+2,61+2,68+2,65+2,65+2
70+2,46+2,71+2,50+2,50+2
64+2,38+2,67+2,41+2,41+2
54+2,69+2,53+2,66+2,66+2
41+2,69+2,43+2,58+2,58+2
56+2,69+2,59+2,64+2,64+2
54+2,70+2,52+2,66+2,66+2
67+2,48+2,68+2,50+2,50+2
60+2,68+2,59+2,67+2,67+2
,,,,
51+2,69+2,51+2,64+2,64+2
71+2,61+2,70+2,64+2,64+2
70+2,45+2,68+2,54+2,54+2
47+2,70+2,48+2,61+2,61+2
,,,,
71+2,46+2,70+2,54+2,54+2
67+2,65+2,66+2,68+2,68+2
65+2,46+2,67+2,45+2,45+2
61+2,69+2,61+2,68+2,68+2
,,,,
71+2,61+2,69+2,62+2,62+2
70+2,47+2,70+2,52+2,52+2
49+2,69+2,52+2,61+2,61+2
57+2,70+2,58+2,66+2,66+2
68+2,68+2,67+2,70+2,70+2
53+2,70+2,50+2,69+2,69+2
59+2,69+2,56+2,69+2,69+2
68+2,66+2,67+2,69+2,69+2
59+2,69+2,57+2,70+2,70+2
64+2,61+2,65+2,62+2,62+2
71+2,67+2,70+2,70+2,70+2
71+2,47+2,71+2,52+2,52+2
,,,,
62+2,44+2,67+2,43+2,43+2
64+2,63+2,64+2,60+2,60+2
65+2,66+2,63+2,70+2,70+2
63+2,66+2,59+2,69+2,69+2
56+2,70+2,56+2,65+2,65+2
42+2,70+2,40+2,63+2,63+2
63+2,64+2,64+2,62+2,62+2
50+2,70+2,53+2,63+2,63+2
68+2,59+2,67+2,63+2,63+2
36+2,69+2,40+2,58+2,58+2
70+2,61+2,71+2,62+2,62+2
69+2,53+2,69+2,57+2,57+2
63+2,48+2,66+2,45+2,45+2
71+2,46+2,69+2,57+2,57+2
48+2,70+2,49+2,62+2,62+2
70+2,50+2,69+2,56+2,56+2
60+2,69+2,59+2,70+2,70+2
70+2,49+2,69+2,58+2,58+2
63+2,67+2,59+2,69+2,69+2
,,,,
66+2,54+2,67+2,53+2,53+2
60+2,68+2,57+2,70+2,70+2
68+2,64+2,67+2,67+2,67+2
68+2,39+2,68+2,45+2,45+2
71+2,53+2,68+2,61+2,61+2
71+2,44+2,68+2,56+2,56+2
69+2,53+2,68+2,57+2,57+2
59+2,68+2,56+2,69+2,69+2
49+2,70+2,50+2,62+2,62+2
70+2,45+2,69+2,54+2,54+2
62+2,66+2,61+2,66+2,66+2
71+2,43+2,71+2,52+2,52+2
72+2,50+2,71+2,56+2,56+2
70+2,37+2,69+2,46+2,46+2
67+2,64+2,66+2,66+2,66+2
46+2,69+2,48+2,60+2,60+2
69+2,65+2,68+2,66+2,66+2
59+2,69+2,60+2,62+2,62+2
50+2,69+2,50+2,64+2,64+2
42+2,69+2,46+2,60+2,60+2
65+2,47+2,68+2,47+2,47+2
68+2,57+2,68+2,59+2,59+2
53+2,70+2,53+2,66+2,66+2
70+2,64+2,67+2,70+2,70+2
61+2,71+2,60+2,70+2,70+2
53+2,72+2,56+2,65+2,65+2
42+2,69+2,42+2,65+2,65+2
66+2,53+2,68+2,52+2,52+2
67+2,67+2,65+2,70+2,70+2
47+2,70+2,50+2,58+2,58+2
42+2,69+2,45+2,59+2,59+2
57+2,65+2,54+2,69+2,69+2
68+2,69+2,68+2,69+2,69+2
69+2,40+2,69+2,46+2,46+2
55+2,72+2,57+2,67+2,67+2
,,,,
68+2,45+2,68+2,52+2,52+2
,,,,
67+2,36+2,68+2,44+2,44+2
,,,,
51+2,69+2,50+2,65+2,65+2
68+2,43+2,68+2,51+2,51+2
,,,,
70+2,45+2,70+2,53+2,53+2
67+2,69+2,67+2,69+2,69+2
63+2,66+2,64+2,64+2,64+2
48+2,70+2,46+2,65+2,65+2
70+2,58+2,70+2,61+2,61+2
63+2,67+2,63+2,67+2,67+2
71+2,50+2,71+2,54+2,54+2
59+2,67+2,58+2,68+2,68+2
56+2,70+2,52+2,70+2,70+2
63+2,47+2,66+2,45+2,45+2
54+2,70+2,54+2,66+2,66+2
66+2,68+2,64+2,69+2,69+2
52+2,69+2,53+2,64+2,64+2
67+2,67+2,66+2,70+2,70+2
62+2,70+2,62+2,68+2,68+2
68+2,54+2,69+2,58+2,58+2
45+2,69+2,46+2,61+2,61+2
68+2,68+2,68+2,68+2,68+2
64+2,69+2,61+2,70+2,70+2
48+2,70+2,49+2,61+2,61+2
68+2,49+2,69+2,49+2,49+2
64+2,65+2,61+2,69+2,69+2
67+2,67+2,64+2,70+2,70+2
69+2,51+2,68+2,58+2,58+2
68+2,61+2,67+2,65+2,65+2
69+2,42+2,69+2,49+2,49+2
,,,,
71+2,51+2,70+2,59+2,59+2
65+2,62+2,65+2,68+2,68+2
61+2,70+2,60+2,68+2,68+2
66+2,53+2,67+2,55+2,55+2
,,,,
71+2,40+2,72+2,49+2,49+2
70+2,61+2,69+2,65+2,65+2
70+2,44+2,69+2,52+2,52+2
65+2,64+2,63+2,70+2,70+2
73+2,32+2,71+2,43+2,43+2
64+2,46+2,66+2,46+2,46+2
67+2,69+2,65+2,69+2,69+2
70+2,54+2,70+2,57+2,57+2
69+2,45+2,69+2,50+2,50+2
62+2,50+2,66+2,46+2,46+2
69+2,59+2,71+2,61+2,61+2
68+2,69+2,67+2,70+2,70+2
69+2,44+2,70+2,48+2,48+2
63+2,41+2,66+2,42+2,42+2
53+2,70+2,52+2,65+2,65+2
46+2,70+2,45+2,64+2,64+2
70+2,47+2,70+2,53+2,53+2
,,,,
65+2,46+2,66+2,49+2,49+2
47+2,69+2,47+2,60+2,60+2
72+2,45+2,69+2,51+2,51+2
63+2,71+2,62+2,69+2,69+2
71+2,37+2,69+2,48+2,48+2
39+2,70+2,39+2,61+2,61+2
68+2,48+2,69+2,50+2,50+2
70+2,51+2,71+2,55+2,55+2
70+2,51+2,70+2,54+2,54+2
42+2,70+2,45+2,57+2,57+2
65+2,72+2,67+2,68+2,68+2
66+2,53+2,69+2,54+2,54+2
64+2,68+2,64+2,66+2,66+2
65+2,64+2,63+2,69+2,69+2
69+2,63+2,69+2,65+2,65+2
65+2,45+2,69+2,41+2,41+2
66+2,68+2,64+2,70+2,70+2
60+2,66+2,63+2,61+2,61+2
71+2,51+2,69+2,60+2,60+2
70+2,61+2,69+2,66+2,66+2
69+2,43+2,70+2,47+2,47+2
45+2,70+2,47+2,62+2,62+2
66+2,67+2,65+2,69+2,69+2
44+2,70+2,42+2,64+2,64+2
58+2,70+2,57+2,69+2,69+2
70+2,45+2,70+2,50+2,50+2
49+2,70+2,51+2,63+2,63+2
68+2,64+2,68+2,66+2,66+2
67+3,67+3,67+3,64+3,64+3
67+2,66+2,67+2,70+2,70+2
68+2,67+2,66+2,69+2,69+2
70+2,40+2,69+2,49+2,49+2
62+2,66+2,61+2,66+2,66+2
63+2,69+2,62+2,70+2,70+2
71+2,48+2,71+2,53+2,53+2
62+2,69+2,61+2,70+2,70+2
70+2,70+2,69+2,70+2,70+2
66+2,69+2,64+2,70+2,70+2
70+2,49+2,68+2,54+2,54+2
67+2,68+2,67+2,70+2,70+2
70+2,51+2,68+2,58+2,58+2
69+2,64+2,67+2,69+2,69+2
66+2,64+2,66+2,64+2,64+2
47+2,69+2,49+2,62+2,62+2
,,,,
63+2,45+2,66+2,45+2,45+2
63+2,69+2,61+2,70+2,70+2
65+2,68+2,66+2,67+2,67+2
40+2,70+2,41+2,60+2,60+2
68+2,47+2,66+2,54+2,54+2
,,,,
60+2,70+2,58+2,70+2,70+2
70+2,44+2,68+2,54+2,54+2
55+2,70+2,55+2,65+2,65+2
48+2,70+2,49+2,60+2,60+2
72+2,65+2,71+2,69+2,69+2
,,,,
69+2,71+2,70+2,70+2,70+2
50+2,69+2,51+2,63+2,63+2
66+2,66+2,67+2,66+2,66+2
65+2,51+2,68+2,49+2,49+2
62+2,63+2,64+2,63+2,63+2
69+2,47+2,69+2,53+2,53+2
65+2,66+2,63+2,70+2,70+2
70+2,46+2,69+2,58+2,58+2
66+2,69+2,66+2,70+2,70+2
64+2,64+2,64+2,65+2,65+2
,,,,
,,,,
69+2,65+2,67+2,70+2,70+2
70+2,53+2,70+2,55+2,55+2
66+2,70+2,66+2,68+2,68+2
58+2,69+2,58+2,67+2,67+2
66+2,65+2,64+2,70+2,70+2
64+2,38+2,66+2,42+2,42+2
66+2,56+2,68+2,54+2,54+2
69+2,41+2,69+2,47+2,47+2
69+2,43+2,68+2,48+2,48+2
,,,,
56+2,73+2,60+2,66+2,66+2
68+2,68+2,67+2,70+2,70+2
62+2,42+2,65+2,42+2,42+2
47+2,70+2,47+2,61+2,61+2
,,,,
71+2,62+2,71+2,68+2,68+2
69+2,61+2,69+2,62+2,62+2
71+2,46+2,69+2,53+2,53+2
,,,,
56+2,67+2,59+2,63+2,63+2
61+2,70+2,61+2,69+2,69+2
60+2,68+2,59+2,69+2,69+2
,,,,
68+2,64+2,67+2,66+2,66+2
69+2,66+2,67+2,70+2,70+2
69+2,58+2,69+2,61+2,61+2
65+2,66+2,64+2,69+2,69+2
62+2,67+2,62+2,67+2,67+2
69+2,59+2,69+2,60+2,60+2
68+2,59+2,68+2,63+2,63+2
67+2,66+2,66+2,70+2,70+2
,,,,
43+2,69+2,45+2,62+2,62+2
46+2,70+2,48+2,59+2,59+2
68+2,65+2,67+2,67+2,67+2
55+2,69+2,55+2,67+2,67+2
70+2,60+2,69+2,66+2,66+2
63+2,69+2,61+2,70+2,70+2
64+2,45+2,67+2,45+2,45+2
69+2,69+2,67+2,70+2,70+2
46+2,70+2,48+2,59+2,59+2
68+2,60+2,69+2,59+2,59+2
67+2,65+2,67+2,67+2,67+2
68+2,67+2,67+2,69+2,69+2
68+2,46+2,66+2,53+2,53+2
69+2,46+2,69+2,51+2,51+2
69+2,64+2,67+2,69+2,69+2
50+2,70+2,50+2,63+2,63+2
45+2,69+2,44+2,65+2,65+2
69+2,67+2,69+2,68+2,68+2
63+2,67+2,62+2,68+2,68+2
69+2,51+2,70+2,53+2,53+2
47+2,70+2,45+2,66+2,66+2
71+2,38+2,70+2,46+2,46+2
,,,,
70+2,52+2,71+2,55+2,55+2
54+2,70+2,56+2,63+2,63+2
61+2,43+2,65+2,43+2,43+2
50+2,69+2,51+2,62+2,62+2
52+2,70+2,50+2,67+2,67+2
57+2,72+2,56+2,70+2,70+2
61+2,69+2,64+2,64+2,64+2
71+2,42+2,70+2,50+2,50+2
,,,,
64+2,65+2,61+2,69+2,69+2
64+2,46+2,66+2,46+2,46+2
66+2,38+2,67+2,42+2,42+2
66+2,66+2,65+2,68+2,68+2
69+2,46+2,68+2,53+2,53+2
39+2,70+2,40+2,61+2,61+2
,,,,
,,,,
43+2,70+2,45+2,61+2,61+2
38+2,69+2,39+2,60+2,60+2
,,,,
70+2,46+2,69+2,52+2,52+2
63+2,51+2,66+2,50+2,50+2
68+2,48+2,68+2,52+2,52+2
,,,,
65+2,66+2,64+2,66+2,66+2
,,,,
70+2,62+2,69+2,64+2,64+2
,,,,
70+2,45+2,70+2,51+2,51+2
67+2,46+2,69+2,48+2,48+2
68+2,69+2,69+2,67+2,67+2
64+2,61+2,60+2,69+2,69+2
63+2,70+2,63+2,68+2,68+2
60+2,69+2,58+2,71+2,71+2
53+2,69+2,54+2,64+2,64+2
70+2,50+2,70+2,54+2,54+2
70+2,43+2,70+2,49+2,49+2
46+2,70+2,48+2,60+2,60+2
63+2,67+2,61+2,69+2,69+2
67+2,55+2,67+2,60+2,60+2
49+2,70+2,50+2,63+2,63+2
61+2,66+2,63+2,62+2,62+2
70+2,44+2,69+2,52+2,52+2
71+2,34+2,69+2,45+2,45+2
69+2,50+2,68+2,59+2,59+2
,,,,
70+2,53+2,70+2,58+2,58+2
63+2,66+2,64+2,63+2,63+2
62+2,61+2,60+2,64+2,64+2
41+2,69+2,42+2,61+2,61+2
67+2,45+2,68+2,49+2,49+2
71+2,60+2,70+2,66+2,66+2
44+2,69+2,46+2,62+2,62+2
66+2,63+2,67+2,64+2,64+2
64+2,66+2,62+2,70+2,70+2
67+2,59+2,68+2,63+2,63+2
,,,,
46+2,70+2,46+2,62+2,62+2
67+2,59+2,68+2,59+2,59+2
52+2,69+2,54+2,65+2,65+2
50+2,70+2,50+2,64+2,64+2
59+2,68+2,60+2,63+2,63+2
43+2,69+2,44+2,59+2,59+2
54+2,71+2,55+2,67+2,67+2
69+2,66+2,69+2,70+2,70+2
65+2,65+2,65+2,66+2,66+2
70+2,49+2,68+2,57+2,57+2
60+2,69+2,62+2,65+2,65+2
60+2,68+2,59+2,70+2,70+2
62+2,69+2,60+2,69+2,69+2
70+2,54+2,69+2,59+2,59+2
64+2,46+2,67+2,44+2,44+2
,,,,
67+2,70+2,67+2,69+2,69+2
,,,,
58+2,69+2,56+2,69+2,69+2
67+2,66+2,67+2,67+2,67+2
67+2,66+2,65+2,70+2,70+2
67+2,68+2,66+2,69+2,69+2
69+2,55+2,68+2,56+2,56+2
60+2,70+2,60+2,64+2,64+2
67+2,63+2,67+2,69+2,69+2
64+2,67+2,62+2,69+2,69+2
68+2,41+2,70+2,46+2,46+2
67+2,63+2,70+2,62+2,62+2
70+2,65+2,69+2,69+2,69+2
72+2,66+2,71+2,70+2,70+2
71+2,43+2,69+2,52+2,52+2
65+2,66+2,64+2,69+2,69+2
52+2,70+2,54+2,66+2,66+2
59+2,70+2,61+2,66+2,66+2
53+2,70+2,49+2,70+2,70+2
,,,,
69+2,43+2,67+2,53+2,53+2
61+2,68+2,61+2,66+2,66+2
66+2,68+2,65+2,70+2,70+2
62+2,70+2,60+2,69+2,69+2
65+2,41+2,68+2,42+2,42+2
49+2,70+2,52+2,62+2,62+2
64+2,66+2,62+2,70+2,70+2
65+2,68+2,68+2,66+2,66+2
68+2,53+2,68+2,57+2,57+2
64+2,67+2,65+2,68+2,68+2
58+2,72+2,58+2,66+2,66+2
57+2,69+2,57+2,67+2,67+2
47+2,70+2,49+2,60+2,60+2
69+2,50+2,68+2,56+2,56+2
46+2,70+2,49+2,59+2,59+2
63+2,67+2,61+2,69+2,69+2
66+2,51+2,68+2,51+2,51+2
52+2,70+2,49+2,66+2,66+2
63+2,68+2,64+2,65+2,65+2
69+2,58+2,68+2,61+2,61+2
,,,,
71+2,46+2,70+2,54+2,54+2
47+2,70+2,47+2,63+2,63+2
59+2,71+2,58+2,69+2,69+2
49+2,70+2,49+2,64+2,64+2
68+2,63+2,68+2,66+2,66+2
58+2,69+2,59+2,65+2,65+2
63+2,53+2,66+2,51+2,51+2
63+2,64+2,63+2,64+2,64+2
63+2,65+2,61+2,70+2,70+2
66+2,39+2,67+2,43+2,43+2
65+2,70+2,65+2,70+2,70+2
67+2,66+2,65+2,69+2,69+2
39+2,69+2,40+2,59+2,59+2
48+2,70+2,50+2,63+2,63+2
67+2,49+2,67+2,54+2,54+2
62+2,46+2,66+2,43+2,43+2
,,,,
68+2,68+2,67+2,69+2,69+2
55+2,70+2,56+2,65+2,65+2
65+2,68+2,65+2,70+2,70+2
67+2,71+2,66+2,70+2,70+2
66+2,68+2,65+2,69+2,69+2
65+2,67+2,64+2,69+2,69+2
71+2,51+2,70+2,57+2,57+2
68+2,67+2,69+2,68+2,68+2
43+2,69+2,42+2,66+2,66+2
66+2,44+2,68+2,47+2,47+2
,,,,
62+2,49+2,66+2,45+2,45+2
52+2,69+2,51+2,65+2,65+2
,,,,
71+2,68+2,70+2,70+2,70+2
68+2,65+2,67+2,69+2,69+2
68+2,61+2,68+2,62+2,62+2
71+2,46+2,70+2,52+2,52+2
67+2,40+2,68+2,45+2,45+2
70+2,51+2,69+2,57+2,57+2
70+2,60+2,69+2,64+2,64+2
47+2,70+2,47+2,63+2,63+2
70+2,61+2,69+2,66+2,66+2
,,,,
,,,,
,,,,
60+2,68+2,58+2,69+2,69+2
70+2,49+2,70+2,55+2,55+2
51+2,70+2,51+2,63+2,63+2
60+2,67+2,58+2,69+2,69+2
69+2,53+2,68+2,56+2,56+2
71+2,47+2,68+2,53+2,53+2
,,,,
36+2,70+2,41+2,57+2,57+2
65+2,47+2,68+2,49+2,49+2
50+2,72+2,53+2,64+2,64+2
64+2,68+2,65+2,67+2,67+2
,,,,
70+2,37+2,68+2,48+2,48+2
69+2,59+2,67+2,65+2,65+2
64+2,42+2,66+2,43+2,43+2
63+2,68+2,61+2,70+2,70+2
70+2,47+2,69+2,53+2,53+2
64+2,67+2,64+2,66+2,66+2
,,,,
,,,,
68+2,67+2,69+2,67+2,67+2
68+2,52+2,68+2,56+2,56+2
70+2,64+2,69+2,66+2,66+2
70+2,47+2,70+2,51+2,51+2
65+2,69+2,67+2,67+2,67+2
63+2,68+2,64+2,65+2,65+2
70+2,59+2,69+2,62+2,62+2
67+2,49+2,68+2,53+2,53+2
69+2,39+2,67+2,50+2,50+2
64+2,65+2,64+2,65+2,65+2
69+2,65+2,68+2,65+2,65+2
65+2,57+2,67+2,55+2,55+2
64+2,65+2,64+2,68+2,68+2
69+2,61+2,69+2,63+2,63+2
59+2,70+2,61+2,66+2,66+2
56+2,69+2,55+2,69+2,69+2
,,,,
65+2,64+2,61+2,68+2,68+2
70+2,37+2,69+2,48+2,48+2
55+2,69+2,53+2,69+2,69+2
67+2,39+2,69+2,45+2,45+2
61+2,66+2,58+2,68+2,68+2
68+2,58+2,66+2,64+2,64+2
62+2,66+2,63+2,67+2,67+2
57+2,69+2,55+2,67+2,67+2
69+2,67+2,68+2,68+2,68+2
68+2,62+2,65+2,68+2,68+2
,,,,
69+2,44+2,68+2,51+2,51+2
69+2,47+2,69+2,55+2,55+2
46+2,68+2,47+2,63+2,63+2
53+2,69+2,52+2,65+2,65+2
41+2,68+2,40+2,64+2,64+2
65+2,66+2,67+2,62+2,62+2
69+2,40+2,67+2,51+2,51+2
69+2,55+2,69+2,60+2,60+2
64+2,53+2,63+2,59+2,59+2
61+2,67+2,61+2,66+2,66+2
68+2,61+2,67+2,63+2,63+2
,,,,
62+2,65+2,59+2,69+2,69+2
52+2,69+2,53+2,63+2,63+2
70+2,42+2,68+2,48+2,48+2
40+2,69+2,41+2,61+2,61+2
68+2,69+2,68+2,69+2,69+2
69+2,50+2,69+2,55+2,55+2
67+2,61+2,66+2,64+2,64+2
,,,,
56+2,69+2,54+2,69+2,69+2
63+2,67+2,62+2,67+2,67+2
68+2,62+2,66+2,68+2,68+2
64+2,68+2,62+2,69+2,69+2
62+2,65+2,60+2,68+2,68+2
69+2,48+2,69+2,52+2,52+2
69+2,46+2,68+2,55+2,55+2
60+2,66+2,58+2,69+2,69+2
65+2,66+2,63+2,69+2,69+2
70+2,41+2,69+2,53+2,53+2
68+2,44+2,67+2,52+2,52+2
66+2,68+2,66+2,68+2,68+2
65+2,47+2,67+2,46+2,46+2
59+2,66+2,61+2,65+2,65+2
62+2,65+2,60+2,68+2,68+2
69+2,43+2,69+2,49+2,49+2
62+2,66+2,62+2,69+2,69+2
68+2,57+2,68+2,56+2,56+2
62+2,70+2,61+2,68+2,68+2
56+2,69+2,59+2,64+2,64+2
70+2,55+2,69+2,59+2,59+2
63+2,68+2,62+2,68+2,68+2
69+2,63+2,69+2,68+2,68+2
43+2,68+2,43+2,62+2,62+2
,,,,
67+2,61+2,67+2,65+2,65+2
,,,,
67+2,69+2,68+2,68+2,68+2
70+2,34+2,68+2,46+2,46+2
,,,,
49+2,69+2,49+2,63+2,63+2
,,,,
59+2,66+2,60+2,65+2,65+2
65+2,69+2,64+2,69+2,69+2
70+2,38+2,70+2,47+2,47+2
65+2,67+2,67+2,65+2,65+2
68+2,62+2,67+2,64+2,64+2
65+2,49+2,67+2,49+2,49+2
47+2,68+2,50+2,60+2,60+2
53+2,68+2,53+2,64+2,64+2
43+2,69+2,45+2,62+2,62+2
66+2,46+2,66+2,49+2,49+2
63+2,65+2,64+2,64+2,64+2
52+2,68+2,54+2,63+2,63+2
68+2,51+2,68+2,53+2,53+2
62+2,45+2,67+2,44+2,44+2
65+2,64+2,65+2,66+2,66+2
70+2,43+2,67+2,52+2,52+2
61+2,43+2,65+2,41+2,41+2
,,,,
67+2,55+2,67+2,59+2,59+2
65+2,67+2,65+2,68+2,68+2
69+2,51+2,69+2,55+2,55+2
68+2,63+2,63+2,69+2,69+2
67+2,61+2,65+2,67+2,67+2
58+2,69+2,59+2,64+2,64+2
