Club,Jersey Number,ClubID,Position
Newell's Old Boys,4,3753,RB
Toulouse Football Club,5,3754,RB
Cádiz CF,23,3755,CAM
Malmö FF,5,3756,LWB
Toulouse Football Club,3,3757,LB
FC København,22,3758,RB
Palermo,20,3759,RF
Bursaspor,7,3760,RM
FC Augsburg,14,3761,CM
Club Necaxa,19,3762,ST
Córdoba CF,5,3763,LCB
Western Sydney Wanderers,4,3764,RB
Leeds United,10,3765,LM
Preston North End,14,3766,LM
Standard de Liège,28,3767,CAM
Boavista FC,5,3768,LB
Hamburger SV,1,3769,GK
Dijon FCO,8,3770,CDM
New York Red Bulls,90,3771,CM
GD Chaves,23,3772,LCB
Real Zaragoza,9,3773,ST
Independiente Santa Fe,14,3774,RDM
SC Freiburg,20,3775,LW
Olympique de Marseille,4,3776,CB
ADO Den Haag,4,3777,CB
Vélez Sarsfield,30,3778,RCM
Rangers FC,10,3779,ST
Junior FC,23,3780,LM
BSC Young Boys,23,3781,LB
AD Alcorcón,13,3782,GK
Club Atlas,21,3783,CDM
Burnley,26,3784,RB
Paraná,5,3785,LB
,4,3786,RCB
U.N.A.M.,17,3787,LM
Middlesbrough,11,3788,ST
SPAL,4,3789,RCB
Palermo,23,3790,RCB
Deportivo Toluca,29,3791,RB
RCD Mallorca,8,3792,LCM
Brighton & Hove Albion,8,3793,CM
Crotone,19,3794,CM
Sivasspor,10,3795,ST
FC Ingolstadt 04,11,3796,ST
Crystal Palace,42,3797,CM
Moreirense FC,3,3798,RCB
Royal Antwerp FC,19,3799,ST
Portimonense SC,26,3800,LCB
Guadalajara,10,3801,CAM
Club Atlas,19,3802,ST
Santos,5,3803,LB
Defensa y Justicia,24,3804,RCB
Yeni Malatyaspor,7,3805,ST
Guadalajara,14,3806,ST
Portland Timbers,20,3807,CM
Kilmarnock,15,3808,LM
Querétaro,6,3809,CM
América FC (Minas Gerais),5,3810,LB
CD Nacional,19,3811,LW
RC Strasbourg Alsace,29,3812,ST
Be?ikta? JK,29,3813,GK
Dijon FCO,29,3814,ST
AEK Athens,4,3815,RCB
Dinamo Zagreb,30,3816,RB
Newell's Old Boys,10,3817,CAM
Hammarby IF,6,3818,LM
Al Hilal,26,3819,GK
Defensa y Justicia,10,3820,CDM
Grasshopper Club Zürich,26,3821,CDM
Deportivo de La Coruña,1,3822,GK
Shakhtar Donetsk,27,3823,CAM
Cerezo Osaka,10,3824,RM
KFC Uerdingen 05,32,3825,LCB
MKE Ankaragücü,66,3826,CDM
1. FSV Mainz 05,21,3827,RM
Royal Antwerp FC,6,3828,LB
SC Freiburg,15,3829,RB
Olympiacos CFP,4,3830,LDM
Shimizu S-Pulse,49,3831,LS
Montpellier HSC,14,3832,LCM
Atalanta,8,3833,LM
Argentinos Juniors,25,3834,ST
MSV Duisburg,17,3835,LB
Sheffield United,6,3836,RCB
FC Lorient,27,3837,RW
Os Belenenses,37,3838,LCB
Independiente Santa Fe,4,3839,RB
Club Tijuana,25,3840,GK
Athletic Club de Bilbao,25,3841,GK
SK Rapid Wien,28,3842,CAM
River Plate,6,3843,CB
RSC Anderlecht,44,3844,LB
Sampdoria,4,3845,CDM
Angers SCO,19,3846,ST
Málaga CF,17,3847,RM
SC Freiburg,27,3848,CDM
Colorado Rapids,23,3849,CM
Kashima Antlers,1,3850,GK
Çaykur Rizespor,21,3851,RDM
Vitesse,11,3852,LW
Sassuolo,29,3853,ST
Parma,33,3854,CM
Jeonbuk Hyundai Motors,25,3855,LB
VfL Bochum 1848,3,3856,LB
Real Salt Lake,10,3857,RW
Viktoria Plze?,9,3858,LM
Bristol City,6,3859,CB
Çaykur Rizespor,11,3860,CAM
Suwon Samsung Bluewings,26,3861,ST
Rangers FC,7,3862,LW
Hannover 96,7,3863,LM
En Avant de Guingamp,6,3864,CM
Portimonense SC,33,3865,CB
Club Atlético Talleres,8,3866,RCM
Real Valladolid CF,6,3867,CDM
Atalanta,53,3868,LM
Nottingham Forest,19,3869,LW
LOSC Lille,10,3870,ST
Cardiff City,3,3871,LB
DSC Arminia Bielefeld,1,3872,GK
Ipswich Town,33,3873,GK
SC Braga,8,3874,CM
DSC Arminia Bielefeld,13,3875,RCB
CA Osasuna,8,3876,CDM
Rayo Vallecano,2,3877,RB
Sassuolo,12,3878,CDM
Bristol City,14,3879,RS
KV Oostende,55,3880,RAM
Jagiellonia Bia?ystok,17,3881,RCB
Deportivo Alavés,2,3882,RB
SK Slavia Praha,9,3883,LM
Defensa y Justicia,33,3884,LB
Hammarby IF,1,3885,GK
Newell's Old Boys,16,3886,LM
Moreirense FC,22,3887,LCM
1. FC Union Berlin,28,3888,RB
LA Galaxy,17,3889,RCM
Toulouse Football Club,6,3890,LCB
Club Atlético Huracán,25,3891,CB
RSC Anderlecht,56,3892,RB
Norwich City,8,3893,CM
KRC Genk,18,3894,LB
Holstein Kiel,27,3895,RS
FC Seoul,8,3896,LCM
Lechia Gda?sk,17,3897,LM
,5,3898,RB
FC Red Bull Salzburg,42,3899,LCM
Guizhou Hengfeng FC,11,3900,RS
Sparta Praha,11,3901,LM
Club Brugge KV,77,3902,RM
Sheffield Wednesday,23,3903,CDM
Sporting Kansas City,20,3904,RW
Empoli,42,3905,CM
KAA Gent,10,3906,CM
Columbus Crew SC,9,3907,LM
SD Huesca,24,3908,RB
Lazio,96,3909,CM
Monarcas Morelia,11,3910,ST
KV Kortrijk,28,3911,GK
Cardiff City,10,3912,ST
Cagliari,23,3913,LCB
Os Belenenses,66,3914,CDM
Blackburn Rovers,13,3915,CB
Orlando City SC,14,3916,ST
Monterrey,22,3917,GK
Sassuolo,13,3918,LB
Vitesse,3,3919,RCB
Junior FC,20,3920,RB
Gimnasia y Esgrima La Plata,16,3921,CM
Cruz Azul,25,3922,CAM
Los Angeles FC,9,3923,LW
Cagliari,19,3924,CB
AEK Athens,15,3925,CB
Chongqing Dangdai Lifan FC SWM Team,34,3926,LW
Once Caldas,2,3927,RCB
SC Freiburg,25,3928,LDM
Vancouver Whitecaps FC,66,3929,CDM
Stoke City,32,3930,GK
Deportivo de La Coruña,2,3931,RB
Dinamo Zagreb,99,3932,LM
Sport Club do Recife,4,3933,LCB
Norwich City,27,3934,RDM
Norwich City,31,3935,CB
CD Lugo,7,3936,LS
Chelsea,31,3937,GK
Rio Ave FC,57,3938,ST
Gamba Osaka,1,3939,GK
Sint-Truidense VV,26,3940,CB
Stoke City,38,3941,CDM
Hammarby IF,19,3942,LCM
,2,3943,LCB
Club Necaxa,10,3944,CAM
Dinamo Zagreb,16,3945,LM
Swansea City,14,3946,CM
Newcastle United,1,3947,GK
Cádiz CF,20,3948,RCB
Real Sporting de Gijón,5,3949,RDM
Nottingham Forest,25,3950,RB
Cruz Azul,7,3951,ST
Minnesota United FC,18,3952,CAM
Frosinone,15,3953,CB
SV Sandhausen,24,3954,RB
En Avant de Guingamp,11,3955,LM
Toulouse Football Club,4,3956,LDM
Rayo Vallecano,6,3957,CM
Middlesbrough,19,3958,RW
ADO Den Haag,10,3959,RCM
Tiburones Rojos de Veracruz,11,3960,ST
Atlético Paranaense,5,3961,LB
CF Rayo Majadahonda,23,3962,LCB
Toronto FC,23,3963,LCB
Perugia,11,3964,LS
Dinamo Zagreb,4,3965,CDM
Rosenborg BK,15,3966,LCM
Deportivo Alavés,13,3967,GK
América FC (Minas Gerais),3,3968,RCB
DC United,18,3969,RM
Stoke City,19,3970,LW
,16,3971,CDM
Olympiacos CFP,22,3972,LB
Be?ikta? JK,11,3973,CF
Minnesota United FC,11,3974,CDM
CA Osasuna,1,3975,GK
RC Strasbourg Alsace,16,3976,GK
Pescara,8,3977,LCM
Fiorentina,19,3978,RM
Columbus Crew SC,19,3979,LB
Aston Villa,8,3980,CM
Southampton,28,3981,GK
Fulham,47,3982,ST
Sporting de Charleroi,69,3983,GK
Kawasaki Frontale,1,3984,GK
Hellas Verona,2,3985,RCB
FK Austria Wien,21,3986,RM
1. FSV Mainz 05,38,3987,LM
AEK Athens,39,3988,CDM
Nottingham Forest,3,3989,RCB
Club Atlético Huracán,15,3990,LCM
Santos,4,3991,LCB
FC Lugano,20,3992,CM
Rosario Central,4,3993,RB
Rangers FC,14,3994,LW
SD Eibar,2,3995,RB
Dinamo Zagreb,31,3996,CB
Middlesbrough,3,3997,LB
Medipol Ba?ak?ehir FK,20,3998,CM
Colorado Rapids,11,3999,RS
Sporting Lokeren,3,4000,LCB
Club Atlético Banfield,5,4001,CDM
SV Sandhausen,34,4002,CB
Cerezo Osaka,6,4003,RCM
Club América,19,4004,LCB
AC Ajaccio,18,4005,CAM
Carpi,19,4006,LM
Lech Pozna?,17,4007,RM
Estudiantes de La Plata,7,4008,ST
Akhisar Belediyespor,77,4009,CDM
MSV Duisburg,10,4010,CM
Estudiantes de La Plata,16,4011,ST
LASK Linz,27,4012,RW
Real Salt Lake,5,4013,RCM
KAS Eupen,10,4014,RCM
Torino,97,4015,CB
Livorno,8,4016,CM
Real Sociedad,23,4017,RM
Bolton Wanderers,10,4018,CAM
Colorado Rapids,19,4019,CDM
FC Seoul,13,4020,RM
Al Nassr,4,4021,CB
Córdoba CF,14,4022,RM
Real Zaragoza,25,4023,CB
PFC CSKA Moscow,9,4024,RS
Parma,26,4025,RW
RSC Anderlecht,12,4026,RB
Gimnasia y Esgrima La Plata,9,4027,RS
Bristol City,20,4028,LM
Preston North End,29,4029,RM
Al Raed,10,4030,ST
FC Groningen,5,4031,LDM
En Avant de Guingamp,27,4032,LB
VfL Bochum 1848,2,4033,LCB
Udinese,7,4034,LB
Panathinaikos FC,4,4035,RCB
Extremadura UD,19,4036,RS
Wigan Athletic,41,4037,ST
SPAL,14,4038,CB
Cerezo Osaka,11,4039,LCM
AJ Auxerre,8,4040,LDM
Universidad de Chile,17,4041,LDM
Deportivo Cali,4,4042,RCB
Cerezo Osaka,22,4043,RCB
Orlando City SC,3,4044,CB
Fortuna Düsseldorf,7,4045,CM
Panathinaikos FC,9,4046,ST
Sheffield United,21,4047,CAM
Frosinone,66,4048,RCM
DSC Arminia Bielefeld,6,4049,LDM
PFC CSKA Moscow,50,4050,RCB
Moreirense FC,31,4051,CDM
Stoke City,24,4052,CM
Granada CF,7,4053,RM
SC Paderborn 07,21,4054,CAM
1. FC Union Berlin,11,4055,RW
LA Galaxy,3,4056,LB
Olympiacos CFP,23,4057,LB
Boavista FC,9,4058,LM
CD Feirense,5,4059,LDM
KSV Cercle Brugge,10,4060,LCM
Derby County,28,4061,ST
Unión de Santa Fe,1,4062,GK
Norwich City,25,4063,LM
Kaizer Chiefs,3,4064,CB
Molde FK,8,4065,LCM
Pachuca,7,4066,ST
RC Strasbourg Alsace,6,4067,CDM
Orlando Pirates,14,4068,RCM
AJ Auxerre,12,4069,RDM
Málaga CF,3,4070,CB
KAA Gent,5,4071,CB
Kashima Antlers,9,4072,RS
OGC Nice,18,4073,ST
Lechia Gda?sk,28,4074,ST
Estudiantes de La Plata,10,4075,CAM
Celtic,15,4076,LM
AZ Alkmaar,5,4077,LB
Puebla FC,21,4078,CDM
Swansea City,15,4079,RM
Cardiff City,2,4080,RB
Gamba Osaka,11,4081,ST
KAA Gent,13,4082,ST
Wellington Phoenix,21,4083,RS
Atalanta,21,4084,LM
Rio Ave FC,20,4085,GK
Cruzeiro,14,4086,LB
Dinamo Zagreb,10,4087,CAM
Unión Española,20,4088,RM
Swansea City,10,4089,LCM
New York City FC,22,4090,LB
US Salernitana 1919,3,4091,LM
Middlesbrough,39,4092,ST
Levante UD,19,4093,RB
KRC Genk,33,4094,CB
Sint-Truidense VV,33,4095,CDM
Botafogo,15,4096,LB
Club Atlético Lanús,8,4097,CM
PAOK,71,4098,GK
Hamburger SV,13,4099,CM
Huddersfield Town,9,4100,RM
Amiens SC,10,4101,LM
CD Aves,44,4102,LCB
FC Tokyo,13,4103,ST
Sassuolo,79,4104,GK
Kayserispor,9,4105,ST
CD Numancia,5,4106,CB
Grêmio,14,4107,LB
KAA Gent,23,4108,CAM
KRC Genk,20,4109,CAM
Club Atlético Tigre,32,4110,RB
Birmingham City,9,4111,RS
Montpellier HSC,32,4112,ST
River Plate,14,4113,GK
Málaga CF,25,4114,GK
Colo-Colo,12,4115,GK
Urawa Red Diamonds,1,4116,GK
Celtic,2,4117,RB
KV Oostende,16,4118,LM
Santos Laguna,3,4119,CB
Norwich City,11,4120,ST
,10,4121,CAM
Sevilla FC,20,4122,CAM
Rosario Central,26,4123,LCB
BB Erzurumspor,7,4124,ST
Huddersfield Town,19,4125,CM
Rio Ave FC,11,4126,LW
VfB Stuttgart,22,4127,LCM
Adelaide United,31,4128,LCM
Hellas Verona,30,4129,CB
Vitória Guimarães,93,4130,CDM
Al Shabab,33,4131,CM
Al Raed,8,4132,LM
Minnesota United FC,13,4133,RM
Kashima Antlers,2,4134,RB
Frosinone,23,4135,CB
New York City FC,29,4136,RW
1. FC Union Berlin,20,4137,RW
GD Chaves,33,4138,RB
Brøndby IF,13,4139,RB
Carpi,25,4140,RB
AJ Auxerre,18,4141,LCB
Cerezo Osaka,43,4142,CDM
La Equidad,10,4143,CAM
Málaga CF,5,4144,LCB
FC Porto,21,4145,ST
SC Braga,12,4146,GK
Benevento,9,4147,ST
Racing Club de Lens,10,4148,CAM
Frosinone,25,4149,LCB
Atlético Nacional,12,4150,CB
Rangers FC,4,4151,CM
Granada CF,16,4152,RB
Urawa Red Diamonds,5,4153,LCB
Columbus Crew SC,4,4154,RCB
Toulouse Football Club,12,4155,LB
Sivasspor,90,4156,ST
CD Lugo,6,4157,CB
Atalanta,95,4158,GK
SC Heerenveen,18,4159,CAM
Atlético Mineiro,10,4160,RAM
Universidad de Chile,10,4161,CAM
CF Rayo Majadahonda,15,4162,RCB
Benevento,23,4163,CDM
Málaga CF,30,4164,RS
Melbourne City FC,2,4165,RB
Fortuna Düsseldorf,39,4166,RM
Kayserispor,22,4167,RCB
Rio Ave FC,25,4168,LB
FC Basel 1893,1,4169,GK
KAA Gent,17,4170,ST
Eintracht Frankfurt,29,4171,GK
Spezia,9,4172,ST
UD Las Palmas,8,4173,CAM
Club Atlas,15,4174,RM
Royal Antwerp FC,15,4175,RCB
Alianza Petrolera,21,4176,RDM
Sanfrecce Hiroshima,18,4177,LM
Cracovia,5,4178,CDM
Göztepe SK,9,4179,ST
Swansea City,19,4180,LW
Boavista FC,17,4181,RB
Al Batin,83,4182,GK
New York City FC,6,4183,LCB
Sporting de Charleroi,10,4184,ST
Malmö FF,23,4185,LS
FC Sion,10,4186,LM
Atlético Tucumán,1,4187,GK
Toulouse Football Club,15,4188,RDM
SPAL,32,4189,GK
UD Las Palmas,22,4190,CM
,15,4191,RCM
Atlético Tucumán,29,4192,LDM
Independiente Santa Fe,20,4193,RAM
Club Tijuana,3,4194,LB
FC Midtjylland,36,4195,RW
Club Atlético Lanús,26,4196,RM
Moreirense FC,73,4197,RW
SD Huesca,14,4198,CB
Portimonense SC,16,4199,RCM
Independiente,30,4200,RM
OGC Nice,28,4201,LB
Göztepe SK,32,4202,ST
CD Leganés,19,4203,CB
Gangwon FC,55,4204,ST
Júbilo Iwata,6,4205,LB
Minnesota United FC,5,4206,LB
SPAL,33,4207,LM
Elche CF,14,4208,CDM
Millonarios FC,5,4209,RCB
Orlando City SC,2,4210,CB
Hannover 96,5,4211,CB
Bologna,35,4212,LM
OGC Nice,1,4213,GK
Sassuolo,68,4214,RCM
Viktoria Plze?,2,4215,CB
FC Utrecht,13,4216,CB
,18,4217,LW
Royal Antwerp FC,30,4218,RB
New England Revolution,70,4219,LM
Club Brugge KV,21,4220,RM
Rionegro Águilas,21,4221,RB
Guadalajara,13,4222,LM
Toulouse Football Club,23,4223,CDM
SC Freiburg,34,4224,ST
Santos Laguna,2,4225,RB
FC Utrecht,28,4226,LCM
VfL Bochum 1848,23,4227,LDM
ESTAC Troyes,10,4228,CAM
PAOK,98,4229,LM
Akhisar Belediyespor,12,4230,ST
Olympiacos CFP,20,4231,CB
Racing Club,3,4232,LB
Tigres U.A.N.L.,33,4233,ST
Deportivo de La Coruña,6,4234,RCB
BB Erzurumspor,17,4235,RM
KV Kortrijk,20,4236,RS
Pescara,1,4237,GK
Deportivo Toluca,4,4238,RCB
Guangzhou Evergrande Taobao FC,10,4239,RDM
Hull City,19,4240,CM
Paraná,7,4241,LAM
PAOK,13,4242,CB
Dijon FCO,24,4243,LCB
Atiker Konyaspor,21,4244,LM
Club León,23,4245,LB
Club Atlas,17,4246,ST
Club Brugge KV,18,4247,GK
Stoke City,11,4248,LW
Nottingham Forest,5,4249,RDM
1. FC Nürnberg,22,4250,RB
Celtic,5,4251,CB
Genoa,11,4252,RS
SV Zulte-Waregem,11,4253,CAM
América FC (Minas Gerais),14,4254,LDM
Real Oviedo,23,4255,LWB
Derby County,14,4256,ST
,20,4257,RM
MSV Duisburg,16,4258,CDM
SK Slavia Praha,28,4259,CB
FC København,19,4260,RCB
Sivasspor,6,4261,RCB
Western Sydney Wanderers,9,4262,ST
OGC Nice,26,4263,ST
AS Béziers,4,4264,RDM
Deportes Tolima,14,4265,LCM
Hamburger SV,25,4266,CDM
La Berrichonne de Châteauroux,28,4267,LCM
Jagiellonia Bia?ystok,9,4268,RM
FC Augsburg,22,4269,CF
Dijon FCO,13,4270,GK
AZ Alkmaar,14,4271,RW
Bayer 04 Leverkusen,7,4272,RM
UD Almería,10,4273,CAM
,19,4274,LB
Montreal Impact,6,4275,CDM
Rosario Central,10,4276,LDM
GD Chaves,1,4277,GK
Clermont Foot 63,26,4278,CAM
Clube Sport Marítimo,15,4279,LDM
Shakhtar Donetsk,94,4280,RB
Nottingham Forest,1,4281,GK
CD Numancia,19,4282,ST
ESTAC Troyes,4,4283,CB
Pachuca,14,4284,LM
Boavista FC,20,4285,RB
Birmingham City,12,4286,LCB
Deportivo Cali,27,4287,LB
Unión de Santa Fe,4,4288,RWB
Derby County,4,4289,RCM
Kayserispor,7,4290,LM
Djurgårdens IF,10,4291,LCM
U.N.A.M.,29,4292,GK
PFC CSKA Moscow,98,4293,CM
Aberdeen,2,4294,RB
Brøndby IF,7,4295,CAM
Millonarios FC,14,4296,LCM
Trabzonspor,99,4297,LM
,9,4298,ST
AD Alcorcón,6,4299,RDM
Akhisar Belediyespor,22,4300,LCB
AIK,6,4301,RCB
Akhisar Belediyespor,24,4302,CB
Club Necaxa,9,4303,ST
Sporting de Charleroi,26,4304,RDM
Club Necaxa,1,4305,GK
Perugia,4,4306,CB
GD Chaves,24,4307,LW
Stade de Reims,25,4308,LM
1. FC Magdeburg,33,4309,CB
Stade Rennais FC,16,4310,GK
Sporting de Charleroi,77,4311,RM
Stade Brestois 29,22,4312,RM
Crystal Palace,21,4313,ST
SC Freiburg,6,4314,CDM
Kashiwa Reysol,23,4315,GK
CD Tenerife,10,4316,RM
Hull City,20,4317,RM
Cádiz CF,5,4318,RDM
Eintracht Frankfurt,2,4319,LCB
Monterrey,25,4320,CM
,13,4321,RB
Angers SCO,3,4322,LB
Reading,11,4323,LB
Sivasspor,58,4324,LB
Empoli,28,4325,CM
Kawasaki Frontale,18,4326,RB
Al Fayha,70,4327,RW
San Lorenzo de Almagro,12,4328,GK
Pohang Steelers,10,4329,ST
FC Girondins de Bordeaux,18,4330,CM
Nottingham Forest,27,4331,RB
Jagiellonia Bia?ystok,12,4332,LB
CD Numancia,6,4333,CDM
Monarcas Morelia,24,4334,LCB
CF Rayo Majadahonda,12,4335,RCM
Frosinone,27,4336,CB
Leeds United,4,4337,LCM
Deportes Tolima,3,4338,RCB
Rosario Central,15,4339,LM
SV Zulte-Waregem,7,4340,RM
CA Osasuna,9,4341,ST
Bahia,7,4342,RAM
Olympiacos CFP,25,4343,CB
Örebro SK,10,4344,CAM
Arka Gdynia,33,4345,RB
América de Cali,23,4346,LM
OGC Nice,12,4347,LB
1. FC Heidenheim 1846,1,4348,GK
Albacete BP,10,4349,ST
Kaizer Chiefs,22,4350,RB
Sheffield Wednesday,5,4351,CM
Kasimpa?a SK,9,4352,ST
Atlético Paranaense,7,4353,LAM
Ceará Sporting Club,7,4354,RAM
U.N.A.M.,8,4355,RM
US Salernitana 1919,2,4356,RB
Rio Ave FC,3,4357,CB
Colo-Colo,19,4358,LCM
RC Strasbourg Alsace,17,4359,CM
RSC Anderlecht,11,4360,CF
Jeonbuk Hyundai Motors,11,4361,ST
Olympiacos CFP,17,4362,LM
Venezia FC,21,4363,CM
Medipol Ba?ak?ehir FK,27,4364,RCB
SK Sturm Graz,25,4365,RM
Parma,22,4366,RCB
Club Tijuana,2,4367,RCB
New York City FC,4,4368,RCB
Swansea City,19,4369,ST
Sheffield Wednesday,7,4370,CAM
FK Austria Wien,30,4371,RCB
SD Eibar,20,4372,LM
Club Atlético Huracán,4,4373,LB
SG Dynamo Dresden,6,4374,CDM
Perth Glory,13,4375,CB
Shimizu S-Pulse,9,4376,ST
Hannover 96,3,4377,LB
RB Leipzig,33,4378,CB
MKE Ankaragücü,6,4379,CB
Independiente Medellín,13,4380,RB
FC Midtjylland,5,4381,LWB
Chapecoense,7,4382,RAM
Atlético Paranaense,13,4383,LDM
Malmö FF,27,4384,GK
Internacional,17,4385,CAM
FC Metz,16,4386,GK
,19,4387,ST
SpVgg Greuther Fürth,30,4388,GK
Rio Ave FC,4,4389,CB
Universidad Católica,10,4390,CAM
Clube Sport Marítimo,94,4391,GK
FC Red Bull Salzburg,13,4392,CAM
Club Atlético Aldosivi,87,4393,CM
Patronato,27,4394,CDM
Hamburger SV,4,4395,LCB
FC Augsburg,22,4396,CF
Columbus Crew SC,8,4397,RDM
Clube Sport Marítimo,12,4398,RM
CD Huachipato,21,4399,CDM
Preston North End,2,4400,RB
Sheffield United,9,4401,ST
Olympique de Marseille,25,4402,CB
UD Las Palmas,23,4403,LB
UD Las Palmas,18,4404,CM
Bolton Wanderers,16,4405,RB
SpVgg Greuther Fürth,13,4406,CB
Cruzeiro,7,4407,LAM
Wigan Athletic,33,4408,LCB
SK Rapid Wien,8,4409,RDM
Torino,34,4410,RB
Yeni Malatyaspor,2,4411,LCB
1. FC Köln,19,4412,ST
SV Sandhausen,19,4413,LB
Guadalajara,17,4414,RB
Millwall,7,4415,RM
CD Nacional,8,4416,LCM
Wis?a Kraków,11,4417,CAM
CD Tenerife,25,4418,GK
Club Brugge KV,11,4419,RM
Stade de Reims,7,4420,LDM
Alanyaspor,31,4421,LCB
Stabæk Fotball,99,4422,LS
Rayo Vallecano,13,4423,GK
Paraná,11,4424,ST
Norwich City,7,4425,LM
Cardiff City,19,4426,RW
Granada CF,3,4427,LB
RSC Anderlecht,99,4428,LM
AC Ajaccio,26,4429,ST
FC Girondins de Bordeaux,2,4430,RB
KFC Uerdingen 05,13,4431,ST
Hertha BSC,14,4432,ST
DSC Arminia Bielefeld,9,4433,RS
Norwich City,23,4434,CM
Swansea City,23,4435,LB
Eintracht Braunschweig,15,4436,ST
Vitória Guimarães,26,4437,ST
Bristol City,5,4438,CB
Southampton,5,4439,LCB
Changchun Yatai FC,10,4440,ST
Club América,27,4441,GK
Empoli,9,4442,ST
Hull City,35,4443,RCB
SD Huesca,7,4444,LM
Parma,18,4445,LB
Benevento,19,4446,RW
Perugia,32,4447,RCB
América FC (Minas Gerais),18,4448,ST
Akhisar Belediyespor,7,4449,LM
West Bromwich Albion,6,4450,LM
Venezia FC,6,4451,CB
Stade Malherbe Caen,6,4452,CDM
FC Midtjylland,33,4453,ST
Dijon FCO,15,4454,CM
Real Valladolid CF,18,4455,RB
Royal Antwerp FC,14,4456,LM
Dinamo Zagreb,21,4457,ST
CD Aves,21,4458,LB
CD Leganés,6,4459,CDM
Club Atlas,10,4460,CM
Bursaspor,11,4461,LM
US Cremonese,10,4462,ST
Millwall,5,4463,LCB
Derby County,46,4464,LB
SpVgg Greuther Fürth,22,4465,RCB
Leeds United,28,4466,RB
Levante UD,14,4467,RM
KAA Gent,76,4468,CB
Kasimpa?a SK,21,4469,CAM
Gamba Osaka,7,4470,RCM
Panathinaikos FC,26,4471,LDM
Atlético Nacional,15,4472,LB
Sparta Praha,22,4473,LM
Blackburn Rovers,4,4474,RM
FC Utrecht,17,4475,RB
Sassuolo,20,4476,LM
Fortuna Düsseldorf,26,4477,LB
Cagliari,20,4478,RB
Getafe CF,24,4479,RM
CD Tenerife,18,4480,LM
Stade de Reims,20,4481,CDM
Dinamo Zagreb,17,4482,RM
Bursaspor,3,4483,LB
Sheffield United,15,4484,CM
SG Dynamo Dresden,3,4485,CB
CD Lugo,1,4486,GK
Valenciennes FC,29,4487,ST
River Plate,29,4488,RB
Clube Sport Marítimo,21,4489,CDM
SV Sandhausen,2,4490,CB
FC Thun,11,4491,RM
Atlético Paranaense,12,4492,GK
Birmingham City,5,4493,RB
Derby County,11,4494,RW
Toronto FC,3,4495,CB
Atiker Konyaspor,4,4496,CB
Galatasaray SK,22,4497,LB
SV Zulte-Waregem,1,4498,GK
Hull City,22,4499,CAM
Genoa,14,4500,RCB
Olympiacos CFP,6,4501,CM
DSC Arminia Bielefeld,21,4502,LS
Jeonbuk Hyundai Motors,28,4503,RCM
Al Ahli,19,4504,RCM
Reading,3,4505,RB
FC St. Pauli,28,4506,LM
Bursaspor,14,4507,LM
San Luis de Quillota,2,4508,LDM
Stade Malherbe Caen,1,4509,GK
Palermo,32,4510,GK
Hamburger SV,7,4511,RM
Bournemouth,7,4512,LM
Manchester United,17,4513,CM
Clube Sport Marítimo,27,4514,RDM
Club León,5,4515,RB
Medipol Ba?ak?ehir FK,9,4516,ST
OGC Nice,10,4517,ST
Cruz Azul,18,4518,ST
Toulouse Football Club,10,4519,ST
Aston Villa,23,4520,GK
Alanyaspor,6,4521,LDM
Universidad de Chile,6,4522,RB
Venezia FC,29,4523,ST
FC Sion,2,4524,CB
RC Strasbourg Alsace,30,4525,GK
Kawasaki Frontale,10,4526,RDM
Excelsior,10,4527,LM
Fulham,7,4528,LW
Fluminense,12,4529,GK
Kasimpa?a SK,6,4530,CDM
Brentford,29,4531,LB
Real Valladolid CF,17,4532,RB
Sunderland,1,4533,GK
Empoli,40,4534,CM
Sunderland,3,4535,LB
Toronto FC,21,4536,CM
Fluminense,13,4537,LB
Godoy Cruz,10,4538,RCM
Hull City,7,4539,CAM
Villarreal CF,28,4540,CM
KFC Uerdingen 05,6,4541,RB
1. FC Köln,18,4542,GK
Bolton Wanderers,5,4543,LCB
Brescia,5,4544,LCB
Cagliari,24,4545,RM
Rionegro Águilas,29,4546,LCB
Empoli,10,4547,CM
Panathinaikos FC,78,4548,RB
Rayo Vallecano,15,4549,ST
Sassuolo,98,4550,LM
Rayo Vallecano,5,4551,CB
Ipswich Town,39,4552,ST
Sint-Truidense VV,5,4553,LDM
Atlético Mineiro,14,4554,LB
VfB Stuttgart,20,4555,CAM
Leeds United,9,4556,ST
Pachuca,6,4557,RB
Club Atlético Lanús,6,4558,CB
Bologna,33,4559,CB
Stade Rennais FC,12,4560,CM
KV Kortrijk,23,4561,CDM
SV Zulte-Waregem,19,4562,RM
Guizhou Hengfeng FC,39,4563,LCB
Willem II,18,4564,LW
UD Las Palmas,13,4565,GK
Malmö FF,11,4566,ST
Sheffield Wednesday,34,4567,LCB
1. FC Union Berlin,10,4568,ST
San Martín de San Juan,3,4569,CB
Colo-Colo,2,4570,CB
Patronato,24,4571,LDM
FC Basel 1893,8,4572,CM
Fortuna Sittard,14,4573,RW
FC Girondins de Bordeaux,30,4574,GK
San Lorenzo de Almagro,29,4575,RB
Los Angeles FC,99,4576,ST
Sporting de Charleroi,9,4577,ST
GD Chaves,8,4578,CDM
Cruz Azul,10,4579,RM
Göztepe SK,44,4580,CB
Brentford,1,4581,GK
Fiorentina,69,4582,GK
Atalanta,23,4583,LCB
Preston North End,5,4584,RB
RSC Anderlecht,1,4585,GK
